법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별
무악동,82,현대,2000,2016,9,13,11110,3,114.9,"66,700",종로구
무악동,60,인왕산아이파크,2008,2016,9,23,11110,12,157.289,"125,000",종로구
창신동,703,창신쌍용2,1993,2016,10,22,11110,5,64.66,"32,300",종로구
숭인동,2-1,종로센트레빌,2008,2016,10,20,11110,3,84.92,"53,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2016,10,14,11110,14,92.81,"59,000",종로구
평창동,66-1,엘리시아,2009,2016,10,22,11110,4,213.07,"175,942",종로구
평창동,66-1,엘리시아,2009,2016,10,22,11110,4,200.19,"159,589",종로구
평창동,66-1,엘리시아,2009,2016,10,22,11110,2,206.22,"152,416",종로구
창신동,328-17,동대문,1966,2016,10,15,11110,5,28.8,"25,500",종로구
숭인동,2-1,종로센트레빌,2008,2016,10,28,11110,12,84.92,"55,000",종로구
무악동,60,인왕산아이파크,2008,2016,10,22,11110,2,59.993,"55,000",종로구
숭인동,569-4,숭인모범103동,2000,2016,10,20,11110,5,59.74,"25,000",종로구
무악동,82,현대,2000,2016,11,29,11110,10,84.92,"57,970",종로구
무악동,82,현대,2000,2016,11,29,11110,6,114.9,"68,950",종로구
무악동,82,현대,2000,2016,11,28,11110,19,114.9,"67,950",종로구
동숭동,4-157,동성아파트(2동),1999,2016,11,26,11110,4,59.58,"25,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2016,11,21,11110,11,126.34,"107,000",종로구
무악동,60,인왕산아이파크,2008,2016,11,25,11110,12,59.993,"57,500",종로구
숭인동,766,종로청계힐스테이트,2009,2016,11,24,11110,5,84.9478,"56,500",종로구
평창동,596,삼성,1998,2016,11,30,11110,11,59.97,"34,000",종로구
창신동,232,두산,1999,2016,11,30,11110,13,59.95,"44,000",종로구
창신동,703,창신쌍용2,1993,2016,11,5,11110,12,79.87,"36,700",종로구
내수동,73,경희궁의아침4단지,2004,2016,12,30,11110,5,150.77,"125,000",종로구
무악동,82,현대,2000,2016,12,20,11110,14,84.92,"59,990",종로구
연건동,195-10,이화에수풀,2014,2016,12,16,11110,7,16.98,"17,500",종로구
무악동,82,현대,2000,2016,12,30,11110,11,84.92,"59,650",종로구
숭인동,2-1,종로센트레빌,2008,2016,12,31,11110,8,59.92,"45,800",종로구
숭인동,2-1,종로센트레빌,2008,2016,12,21,11110,9,59.92,"45,900",종로구
무악동,60,인왕산아이파크,2008,2016,12,30,11110,13,114.931,"85,900",종로구
익선동,55,현대뜨레비앙,2003,2016,12,27,11110,2,46.64,"25,000",종로구
무악동,82,현대,2000,2016,12,23,11110,8,84.92,"59,490",종로구
평창동,108,롯데캐슬로잔,2009,2016,12,23,11110,2,191.725,"136,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,1,31,11110,3,136.4,"117,000",종로구
무악동,82,현대,2000,2017,1,24,11110,11,60.0,"49,790",종로구
무악동,82,현대,2000,2017,1,24,11110,9,60.0,"48,990",종로구
평창동,596,삼성,1998,2017,1,26,11110,5,59.97,"33,000",종로구
숭인동,2-1,종로센트레빌,2008,2017,1,21,11110,11,59.92,"46,400",종로구
창신동,703,창신쌍용2,1993,2017,1,17,11110,7,64.66,"32,800",종로구
내수동,95,경희궁파크팰리스,2003,2017,1,25,11110,14,117.26,"95,000",종로구
무악동,60,인왕산아이파크,2008,2017,1,21,11110,1,114.931,"71,000",종로구
숭인동,2-1,종로센트레빌,2008,2017,1,24,11110,5,114.67,"59,800",종로구
무악동,60,인왕산아이파크,2008,2017,1,31,11110,4,84.858,"66,000",종로구
무악동,60,인왕산아이파크,2008,2017,2,24,11110,5,84.858,"63,500",종로구
창신동,601-7,MID그린(6동),2002,2017,2,20,11110,3,59.04,"25,400",종로구
무악동,60,인왕산아이파크,2008,2017,2,23,11110,17,84.858,"72,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,2,23,11110,7,146.92,"120,000",종로구
무악동,82,현대,2000,2017,2,20,11110,12,84.92,"59,490",종로구
무악동,82,현대,2000,2017,2,27,11110,9,114.9,"75,990",종로구
평창동,596,삼성,1998,2017,2,26,11110,10,59.97,"35,500",종로구
평창동,45,벽산블루밍평창힐스,2004,2017,2,19,11110,3,150.94,"80,000",종로구
창신동,702,창신쌍용1,1992,2017,2,27,11110,6,79.87,"42,500",종로구
숭인동,2-1,종로센트레빌,2008,2017,2,25,11110,11,59.92,"46,700",종로구
창신동,328-17,동대문,1966,2017,3,22,11110,6,28.8,"26,800",종로구
내수동,95,경희궁파크팰리스,2003,2017,3,30,11110,3,148.09,"108,000",종로구
무악동,82,현대,2000,2017,3,24,11110,14,84.92,"57,790",종로구
무악동,82,현대,2000,2017,3,27,11110,20,114.9,"71,490",종로구
숭인동,318-2,삼전솔하임4차,2014,2017,3,16,11110,16,15.09,"14,000",종로구
숭인동,296-19,삼전솔하임2차,2012,2017,3,21,11110,10,15.0,"13,450",종로구
인의동,48-2,효성쥬얼리시티,2006,2017,3,7,11110,9,92.81,"54,000",종로구
숭인동,2-1,종로센트레빌,2008,2017,3,21,11110,3,59.92,"44,000",종로구
무악동,82,현대,2000,2017,3,6,11110,6,60.0,"49,490",종로구
숭인동,2-1,종로센트레빌,2008,2017,3,11,11110,3,59.92,"47,700",종로구
명륜2가,236,아남2,1996,2017,4,3,11110,2,59.4,"49,500",종로구
창신동,232,두산,1999,2017,4,14,11110,21,59.95,"45,000",종로구
창신동,703,창신쌍용2,1993,2017,4,6,11110,9,106.62,"47,700",종로구
숭인동,204-11,숭인상가,1979,2017,4,27,11110,7,80.85,"35,300",종로구
익선동,30-6,운현신화타워,1998,2017,4,28,11110,10,84.91,"52,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2017,4,22,11110,8,106.81,"60,000",종로구
무악동,82,현대,2000,2017,4,23,11110,8,60.0,"43,890",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,4,27,11110,14,108.55,"112,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,4,19,11110,6,159.01,"130,000",종로구
창신동,601-5,MID그린(4동),2002,2017,4,26,11110,8,59.55,"24,500",종로구
홍파동,199,경희궁자이(2단지),2017,2017,5,11,11110,9,84.553,"104,000",종로구
창신동,703,창신쌍용2,1993,2017,5,31,11110,10,79.87,"37,000",종로구
무악동,60,인왕산아이파크,2008,2017,5,27,11110,9,84.858,"70,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,5,27,11110,2,84.2427,"65,000",종로구
무악동,60,인왕산아이파크,2008,2017,5,27,11110,14,157.289,"133,000",종로구
내수동,110-15,킹스매너,2004,2017,5,31,11110,3,201.82,"138,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,5,25,11110,9,158.99,"125,000",종로구
숭인동,766,종로청계힐스테이트,2009,2017,5,21,11110,9,59.9426,"51,800",종로구
숭인동,766,종로청계힐스테이트,2009,2017,5,17,11110,4,114.7153,"60,000",종로구
명륜2가,236,아남2,1996,2017,5,12,11110,5,84.96,"59,900",종로구
평창동,102,르트랑시망,2008,2017,6,29,11110,5,133.77,"70,700",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,6,26,11110,7,126.34,"113,000",종로구
창신동,703,창신쌍용2,1993,2017,6,21,11110,13,64.66,"33,000",종로구
무악동,60,인왕산아이파크,2008,2017,6,27,11110,5,157.289,"110,000",종로구
당주동,100,세종,1983,2017,6,23,11110,10,104.5,"65,500",종로구
무악동,82,현대,2000,2017,6,19,11110,9,60.0,"51,890",종로구
창신동,232,두산,1999,2017,6,20,11110,12,84.9,"52,000",종로구
무악동,82,현대,2000,2017,6,16,11110,21,84.92,"62,490",종로구
명륜1가,45-5,아미레스아파트,2002,2017,6,19,11110,4,84.59,"53,900",종로구
무악동,82,현대,2000,2017,6,25,11110,11,114.9,"75,490",종로구
창신동,702,창신쌍용1,1992,2017,7,28,11110,5,79.87,"43,000",종로구
창신동,703,창신쌍용2,1993,2017,7,25,11110,11,64.66,"34,500",종로구
무악동,88,인왕산2차아이파크,2015,2017,7,25,11110,11,84.0284,"65,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,7,22,11110,3,84.2395,"65,500",종로구
무악동,88,인왕산2차아이파크,2015,2017,7,21,11110,13,84.0284,"68,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,7,20,11110,8,84.2395,"66,500",종로구
명륜2가,237,명륜동주상복합아남아파트,1999,2017,7,22,11110,8,44.37,"41,500",종로구
창신동,703,창신쌍용2,1993,2017,7,28,11110,3,54.7,"31,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2017,7,11,11110,18,178.73,"110,000",종로구
무악동,82,현대,2000,2017,7,19,11110,1,60.0,"46,890",종로구
견지동,110,대성스카이렉스,2008,2017,8,22,11110,11,137.55,"92,000",종로구
익선동,30-6,운현신화타워,1998,2017,8,28,11110,10,84.91,"50,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,8,25,11110,16,84.2395,"69,000",종로구
숭인동,766,종로청계힐스테이트,2009,2017,8,28,11110,17,84.9478,"61,500",종로구
창신동,702,창신쌍용1,1992,2017,8,26,11110,8,79.87,"47,800",종로구
내수동,73,경희궁의아침4단지,2004,2017,8,31,11110,4,124.17,"115,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,8,22,11110,9,70.8,"74,700",종로구
무악동,82,현대,2000,2017,8,23,11110,7,84.92,"60,000",종로구
견지동,110,대성스카이렉스,2008,2017,8,18,11110,14,149.8,"96,500",종로구
숭인동,202-3,종로중흥S클래스,2013,2017,8,30,11110,16,17.811,"13,550",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,9,16,11110,9,94.51,"89,000",종로구
숭인동,318-2,삼전솔하임4차,2014,2017,9,28,11110,15,15.09,"13,500",종로구
창신동,232,두산,1999,2017,9,9,11110,17,84.9,"59,900",종로구
신문로1가,238,신문로맨션,1981,2017,9,6,11110,9,98.31,"56,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,9,12,11110,13,84.4541,"70,000",종로구
숭인동,1392,익성씨티하임,2013,2017,9,29,11110,13,15.76,"12,800",종로구
숭인동,296-19,삼전솔하임2차,2012,2017,9,15,11110,7,15.0,"13,500",종로구
무악동,88,인왕산2차아이파크,2015,2017,9,8,11110,16,112.5301,"89,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,9,25,11110,6,97.61,"80,000",종로구
익선동,30-6,운현신화타워,1998,2017,9,16,11110,6,97.74,"65,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,10,24,11110,11,84.0283,"70,000",종로구
무악동,82,현대,2000,2017,10,20,11110,17,84.92,"65,490",종로구
숭인동,766,종로청계힐스테이트,2009,2017,10,29,11110,10,59.9426,"53,500",종로구
평창동,596,삼성,1998,2017,10,31,11110,13,84.93,"46,000",종로구
창신동,601-8,MID그린(7동),2002,2017,10,27,11110,6,59.04,"25,000",종로구
무악동,82,현대,2000,2017,10,25,11110,14,84.92,"64,490",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,10,27,11110,9,159.01,"125,000",종로구
평창동,46-1,크래스빌,2003,2017,10,29,11110,4,175.81,"72,000",종로구
숭인동,766,종로청계힐스테이트,2009,2017,10,19,11110,18,84.9478,"68,000",종로구
무악동,60,인왕산아이파크,2008,2017,10,15,11110,3,114.931,"83,000",종로구
무악동,82,현대,2000,2017,11,11,11110,3,60.0,"52,000",종로구
무악동,82,현대,2000,2017,11,21,11110,4,84.92,"64,990",종로구
익선동,55,현대뜨레비앙,2003,2017,11,22,11110,4,46.64,"29,300",종로구
무악동,60,인왕산아이파크,2008,2017,11,23,11110,14,84.858,"76,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2017,11,24,11110,3,153.42,"145,000",종로구
청운동,56-45,청운현대,2000,2017,11,29,11110,4,84.51,"78,500",종로구
사직동,9-1,광화문스페이스본(106동),2008,2017,11,28,11110,3,144.52,"104,500",종로구
창신동,232,두산,1999,2017,11,22,11110,7,84.9,"58,500",종로구
신문로1가,238,신문로맨션,1981,2017,11,23,11110,8,98.31,"59,500",종로구
사직동,9-1,광화문스페이스본(106동),2008,2017,11,28,11110,6,150.4,"113,000",종로구
무악동,88,인왕산2차아이파크,2015,2017,12,30,11110,14,84.068,"72,500",종로구
평창동,45,벽산블루밍평창힐스,2004,2017,12,19,11110,4,150.94,"88,500",종로구
무악동,60,인왕산아이파크,2008,2017,12,27,11110,4,114.931,"88,500",종로구
사직동,9-1,광화문스페이스본(106동),2008,2017,12,29,11110,4,153.42,"115,200",종로구
무악동,60,인왕산아이파크,2008,2017,12,26,11110,1,84.858,"70,000",종로구
행촌동,41-1,대성아파트,1971,2017,12,27,11110,3,94.94,"31,000",종로구
창신동,601-1,MID그린(2동),2002,2017,12,23,11110,4,54.72,"23,500",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2017,12,30,11110,2,151.81,"107,000",종로구
무악동,82,현대,2000,2017,12,12,11110,23,84.92,"67,490",종로구
숭인동,2-1,종로센트레빌,2008,2017,12,17,11110,11,59.92,"51,500",종로구
무악동,60,인왕산아이파크,2008,2018,1,24,11110,10,114.931,"92,700",종로구
명륜2가,4,아남1,1995,2018,1,25,11110,10,84.9,"73,000",종로구
신영동,254,대아파크빌,1998,2018,1,20,11110,5,59.22,"33,000",종로구
누상동,40,청호그린빌,1999,2018,1,19,11110,4,29.76,"17,900",종로구
누상동,40,청호그린빌,1999,2018,1,19,11110,3,29.76,"17,900",종로구
무악동,82,현대,2000,2018,1,23,11110,14,84.92,"65,900",종로구
창신동,702,창신쌍용1,1992,2018,1,27,11110,14,79.87,"46,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2018,1,30,11110,6,147.31,"132,000",종로구
평동,233,경희궁자이(3단지),2017,2018,1,22,11110,13,84.836,"124,000",종로구
숭인동,56-135,할리우드파크아파트,2014,2018,1,19,11110,6,68.77,"34,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,2,11,11110,7,92.81,"84,000",종로구
창신동,703,창신쌍용2,1993,2018,2,1,11110,5,106.62,"52,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2018,2,28,11110,10,159.01,"130,000",종로구
창신동,232,두산,1999,2018,2,25,11110,16,59.95,"50,000",종로구
평창동,45,벽산블루밍평창힐스,2004,2018,2,23,11110,1,209.98,"103,000",종로구
창신동,232,두산,1999,2018,2,21,11110,18,59.95,"50,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,2,27,11110,16,106.81,"76,000",종로구
평창동,155-1,노블레스빌,2002,2018,2,23,11110,7,169.75,"90,000",종로구
창신동,627-21,흥인,1997,2018,2,23,11110,1,58.23,"19,500",종로구
평창동,45,벽산블루밍평창힐스,2004,2018,2,14,11110,4,150.94,"89,900",종로구
홍파동,199,경희궁자이(2단지),2017,2018,3,30,11110,14,59.895,"118,000",종로구
평창동,596,삼성,1998,2018,3,19,11110,2,59.97,"35,000",종로구
창신동,232,두산,1999,2018,3,19,11110,23,59.95,"50,000",종로구
명륜2가,4,아남1,1995,2018,3,20,11110,15,84.9,"75,000",종로구
명륜2가,4,아남1,1995,2018,3,16,11110,17,84.9,"75,000",종로구
숭인동,2-1,종로센트레빌,2008,2018,3,9,11110,12,84.92,"69,000",종로구
당주동,145,롯데미도파광화문빌딩,1981,2018,3,20,11110,8,93.36,"51,800",종로구
숭인동,76,롯데캐슬천지인,2004,2018,3,29,11110,18,111.73,"74,700",종로구
내수동,73,경희궁의아침4단지,2004,2018,3,9,11110,16,124.17,"113,000",종로구
창신동,703,창신쌍용2,1993,2018,3,17,11110,12,106.62,"53,800",종로구
무악동,60,인왕산아이파크,2008,2018,4,24,11110,7,114.931,"105,000",종로구
평창동,102,르트랑시망,2008,2018,4,30,11110,1,140.97,"70,000",종로구
창신동,702,창신쌍용1,1992,2018,4,21,11110,12,79.87,"54,500",종로구
내수동,95,경희궁파크팰리스,2003,2018,4,27,11110,16,146.39,"130,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2018,4,18,11110,3,153.42,"120,000",종로구
무악동,82,현대,2000,2018,4,25,11110,4,84.92,"69,790",종로구
내수동,71,경희궁의아침2단지,2004,2018,4,12,11110,8,140.78,"125,000",종로구
창신동,601-8,MID그린(7동),2002,2018,4,22,11110,5,59.04,"23,800",종로구
명륜2가,4,아남1,1995,2018,4,17,11110,7,84.9,"74,000",종로구
평창동,102,르트랑시망,2008,2018,4,20,11110,3,138.53,"73,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,5,29,11110,14,92.81,"64,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,5,31,11110,15,106.81,"79,000",종로구
창신동,23-816,창신이수,2003,2018,5,31,11110,6,120.84,"53,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,5,30,11110,10,106.81,"71,500",종로구
평창동,145-5,일성빌라트,1996,2018,5,19,11110,2,59.82,"41,000",종로구
창신동,703,창신쌍용2,1993,2018,5,28,11110,11,115.53,"54,900",종로구
숭인동,2-1,종로센트레빌,2008,2018,5,26,11110,6,59.92,"58,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,5,31,11110,7,103.62,"72,000",종로구
숭인동,569-4,숭인모범103동,2000,2018,5,11,11110,4,59.74,"26,000",종로구
무악동,82,현대,2000,2018,5,18,11110,14,114.9,"87,490",종로구
내수동,73,경희궁의아침4단지,2004,2018,6,7,11110,15,145.96,"145,500",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,6,13,11110,14,84.7,"57,000",종로구
숭인동,56-135,할리우드파크아파트,2014,2018,6,29,11110,6,74.8,"33,000",종로구
무악동,82,현대,2000,2018,6,13,11110,18,114.9,"85,990",종로구
무악동,60,인왕산아이파크,2008,2018,6,14,11110,5,59.993,"71,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,6,22,11110,18,84.64,"62,000",종로구
사직동,9-1,광화문스페이스본(106동),2008,2018,6,1,11110,7,150.4,"119,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,6,14,11110,11,84.64,"63,000",종로구
숭인동,56-135,할리우드파크아파트,2014,2018,6,13,11110,2,68.77,"30,000",종로구
인의동,48-2,효성쥬얼리시티,2006,2018,6,13,11110,16,98.39,"76,000",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,15,15.42,"10,000",종로구
숭인동,76,롯데캐슬천지인,2004,2018,7,18,11110,12,84.95,"72,200",종로구
평창동,108,롯데캐슬로잔,2009,2018,7,30,11110,3,200.165,"135,000",종로구
명륜2가,4,아남1,1995,2018,7,31,11110,15,84.9,"76,000",종로구
숭인동,56-135,할리우드파크아파트,2014,2018,7,30,11110,5,74.8,"33,300",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,14,14.48,"10,500",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,11,14.48,"10,500",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,15,14.48,"10,500",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,15,14.48,"10,500",종로구
숭인동,1392,익성씨티하임,2013,2018,7,21,11110,15,15.76,"10,500",종로구
홍파동,199,경희궁자이(2단지),2017,2018,8,22,11110,9,84.614,"139,000",종로구
사직동,9,광화문스페이스본(101동~105동),2008,2018,8,9,11110,14,159.01,"133,000",종로구
무악동,82,현대,2000,2018,8,29,11110,13,114.9,"92,200",종로구
평창동,596,삼성,1998,2018,8,23,11110,2,84.93,"45,000",종로구
